BRA,Summary
No,"Intermittent test_loop.html,test_playback.html,test_seek-5.html | application crashed [@ mozilla::AudioClock::GetPositionUnlocked() const] after ""Assertion failure: frames >= mBaseOffset, at content/media/AudioStream.cpp:99"""
No,"Intermittent test_bug495145.html,test_playback_rate_playpause.html | application crashed [@ mozilla::AudioSink::AudioLoop()]"
No,Intermittent test_playback.html | application terminated with exit code -6 | application crashed [Unknown top frame]
No,Intermittent test_streams_element_capture.html | application crashed [@ mozilla::MediaStreamGraphInitThreadRunnable::Run()]
No,Intermittent test_bug448534.html | application timed out after 330 seconds with no output
No,Intermittent test_bug495145.html | undefined assertion name - Result logged after SimpleTest.finish()
No,Intermittent test_streams_element_capture.html | application crashed [@ mozilla::AudioMixer::FinishMixing()]
No,"Intermittent test_can_play_type_webm.html | This test left crash dumps behind, but we weren't expecting it to!"
No,"Intermittent test_playback_rate_playpause.html | application crashed [@ mozilla::gfx::ExtractAlpha_SIMD<__m128i>(mozilla::gfx::IntSizeTyped<mozilla::gfx::UnknownUnits> const &,unsigned char *,int,unsigned char *,int)]"
No,"Intermittent test_playback_rate_playpause.html,test_bug866570.html | Assertion count 2 is greater than expected range 0-0 assertions. from ASSERTION: Don't play when paused and ASSERTION: Stream write in unexpected state."
No,"Intermittent test_preload_actions.html | (19) 'loadedmetadata' shouldn't fire when preload is none | (19) no buffering has taken place - got 4, expected 0"
No,Intermittent test_bug493187.html | uncaught exception - IndexSizeError: Index or size is negative or greater than the allowed amount at http://mochi.test:8888/tests/content/media/test/test_bug493187.html:33
No,Intermittent test_seek-4.html | owl.mp3 seek test 4: Video currentTime should be around 1.645: 0.078366 | owl.mp3 seek test 4: Video currentTime should be around 0.8225: 0.078366 | owl.mp3 seek test 4: seek on target: 0.078366
No,"Intermittent test_texttrackregion.html | Region should not be null. - didn't expect null, but got it"
No,"Intermittent browser_audionode-actor-get-params-02.js | application crashed [Unknown top frame] | Assertion failure: mState != SHUTDOWN (No data callback after shutdown), at AudioStream.cpp:1037"
No,Intermittent test_seek-5.html | owl.mp3 seek test 5: Video currentTime should be around 1.645: 1.3061
No,Intermittent TEST-UNEXPECTED-FAIL | test/crashtests/795892-1.html | Exited with code -1073741819 during test run | application crashed [@ wdmaud.drv + 0x2029]
No,Intermittent test_bug448534.html | application crashed [@ resampler_basic_interpolate_single]
No,Intermittent test_webvtt_disabled.html | application timed out after 330 seconds with no output
No,Intermittent B2G - TEST-UNEXPECTED-FAIL | /tests/content/media/test/test_new_audio.html | Test timed out.
No,"Intermittent test_getUserMedia_basicAudio.html | application crashed [@ mozilla::AudioMixer::Mix(short*, unsigned int, unsigned int, unsigned int)] after ""Assertion failure: aSampleRate == mSampleRate, at dom/media/AudioMixer.h:88"""
No,"Intermittent test_playback_rate.html | application crashed [@ soundtouch::FIRFilter::evaluateFilterMono(short*, short const*, unsigned int) const]"
No,"Intermittent test_sanity.exe | timed out after 900 seconds after ""Assertion failed: r == 0, file media/libcubeb/tests/test_sanity.cpp, line 139"""
No,"Intermittent test_streams_element_capture.html | small-shot.m4a checking readyState - got 1, expected 2"
No,"Intermittent test_eme_canvas_blocked.html | Assertion count 1 is greater than expected (ASSERTION: Range should end after start!: 'mStart < mEnd', file ../../dist/include/MediaResource.h, line 136)"
No,"Intermittent test_eme_stream_capture_blocked.html | application crashed [@ mp4_demuxer::Interval<__int64>::Intersection(nsTArray<mp4_demuxer::Interval<__int64> > const &,nsTArray<mp4_demuxer::Interval<__int64> > const &,nsTArray<mp4_demuxer::Interval<__in"
No,Intermittent 874915.html | application hang [@ mozilla::dom::AudioBufferSourceNode::NotifyMainThreadStateChanged()]
No,"Intermittent test_constants.html | application timed out after 330 seconds with no output after ""Error: Permission denied to access property 'wrappedJSObject' """
No,Intermittent 420439.html | application crashed [@ mozilla::MediaStream::Release()]
No,Intermittent testGetUserMedia | application crashed [None]
No,Intermittent test_seek_out_of_range.html | Test timed out.
No,Intermittent test_eme_canvas_blocked.html | application crashed [@ mp4_demuxer::Interval<__int64>::Intersection...] Assertion failure: IsNormalized(a0)
No,Intermittent 752784-1.html | application crashed [@ libpthread-2.15.so + 0x59ae]
No,Intermittent test_played.html | application crashed [@ mozilla::MediaDecoderStateMachine::HasLowUndecodedData(long long)]
No,Intermittent test_delayNodeCycles.html | application ran for longer than allowed maximum time
No,Intermittent test_contentDuration4.html | application timed out after 330 seconds with no output
No,Intermittent test_encryptedMediaExtensions.html | Test timed out.
No,Intermittent test_play_events_2.html | application crashed [@ silk_decode_core]
No,"Intermittent test_bug726904.html | This test left crash dumps behind, but we weren't expecting it to!  | undefined assertion name - Result logged after SimpleTest.finish()"
No,Intermittent media-source/mediasource-append-buffer.html | Test SourceBuffer.appendBuffer() triggering an 'ended' to 'open' transition. - assert_false: updating attribute is false expected false got true
No,Intermittent TEST-UNEXPECTED-FAIL | /tests/content/media/test/test_bug874897.html | application timed out after 330 seconds with no output
No,"Intermittent test_eme_canvas_blocked.html | application crashed [@ js::MapObject::clear(JSContext *,JS::Handle<JSObject *>)] after ""Assertion failure: MapObject::is(obj), at js\src\builtin/MapObject.cpp:1562"""
No,Intermittent test_dataChannel_basicAudio.html | application crashed [@ libc-2.15.so + 0xe8403]
No,Intermittent test_peerConnection_basicAudio.html | application crashed [@ NS_ABORT_OOM(unsigned long)] with MediaStreamGraph on the stack
No,"Intermittent test_fragment_play.html | Assertion count 1 is greater than expected (Clock should go forwards if the playback rate is > 0.: 'mCurrentFrameTime <= clock_time || mPlaybackRate <= 0', file content/media/MediaDecoderStateMachine.cpp, line 2603)"
No,Intermittent test_encryptedMediaExtensions.html | gizmo-frag-cencinit.mp4-1 Duration of video should be corrrect - expected PASS
No,"Intermittent test_latency,test_sanity | test failed with return code -6 after ""Assertion `r == CUBEB_OK || r == CUBEB_ERROR_NOT_SUPPORTED' failed."""
No,Intermittent mediasource-remove.html | Test remove transitioning readyState from 'ended' to 'open'. - A parameter or an operation is not supported by the underlying object(stack: @http://web-platform.test:8000/media-source/mediasource-remove.html:135:18
No,Intermittent test_mediatrack_replay_from_end.html | application crashed [@ mozilla::layers::ImageContainer::GetCurrentSize()]
No,"Intermittent test_eme_canvas_blocked.html,test_eme_playback.html | application crashed [@ mozilla::BlockingResourceBase::CheckAcquire()]"
No,Intermittent 346281-1.xul | application crashed [@ 0xa5a5a55c][@ mozilla::MediaStreamGraphImpl::MarkStreamBlocking(mozilla::MediaStream*)]
No,Intermittent test_media.html | application crashed [@ mozilla::AudioStream::GetPositionInFramesUnlocked()] due to Assertion failure: position >= mLastGoodPosition (cubeb position shouldn't go backward)
No,Intermittent test_WaitingOnMissingData.html | Test timed out.
No,"Intermittent Main app process exited normally | application crashed [@ ClearKeyUtils::DecryptAES(std::vector<unsigned char, std::allocator<unsigned char> > const&, std::vector<unsigned char, std::allocator<unsigned char> >&, std::vector<unsigned char, std"
No,"Intermittent test_eme_canvas_blocked.html | application crashed [@ mozilla::MediaSourceReader::OnNotDecoded(mozilla::MediaData::Type, mozilla::RequestSampleCallback::NotDecodedReason)]"
No,Intermittent test_playback_rate_playpause.html | application crashed [@ __libc_android_abort] with AudioTrack::processAudioBuffer on the stack
No,"Intermittent Android 2.3 test_mediaStreamAudioSourceNodeCrossOrigin.html,test_mediaStreamAudioSourceNodeResampling.html,test_oscillatorNode2.html | Test timed out"
No,"I10t test_playback.html,test_reactivate.html,test_chaining.html,test_replay_metadata.html | Assertion count 1 is greater than expected range (Clock should go forwards if the playback rate is > 0.: 'mCurrentFrameTime <= clock_time || mPlaybackRate <= 0')"
No,[webvtt] WebVTT reftests from web-platform-tests intermittently fail to load
No,TEST-UNEXPECTED-FAIL | /tests/content/media/test/test_bug448534.html | Assertion count 1 is greater than expected range 0-0 assertions.
No,Intermittent test_maxChannelCount.html | application timed out after 330.0 seconds with no output | application crashed [@ mozilla::MediaStreamGraphInitThreadRunnable::Run()]
No,Intermittent test_eme_playback.html | short-cenc.mp4-0 got error event; [object Event] - expected PASS
No,"Intermittent test_eme_obs_notification.html,test_eme_stream_capture_blocked.html | application terminated with exit code 3221225477 | application crashed [None]"
No,"Intermittent SourceBuffer-abort-updating.html | SourceBuffer#abort() (video/webm; codecs=""vorbis,vp8"") : Check the algorithm when the updating attribute is true. - Test timed out"
No,"Intermittent 412651-1.html | application crashed [@ mozilla::MediaStreamGraphImpl::AddBlockingRelatedStreamsToSet(nsTArray<mozilla::MediaStream*>*, mozilla::MediaStream*)]"
No,"Intermittent test_autoplay_contentEditable.html,test_media_selection.html | Test timed out"
No,Intermittent 752784-1.html | application timed out after 330 seconds with no output
No,"intermittent B2G Emulator test_replay_metadata.html,test_reset_events_async.html,test_video_dimensions.html | application timed out after 450.0 seconds with no output"
No,Intermittent test_eme_persistent_sessions.html | application timed out after 330 seconds with no output
No,Intermittent test_streams_autoplay.html | Test timed out.
No,"Intermittent test_load.html | Test gizmo.mp4 1 - events received in order - got source_error, expected durationchange | Test timed out"
No,Intermittent test_playback_rate_playpause.html | Test timed out
No,Intermittent test_streams_element_capture_createObjectURL.html | 320x240.ogv current time at end: 0.09999847412109375 should be: 0.266
No,Intermittent test_eme_playback.html | [10:57:55.26] gizmo-frag-cencinit.mp4-1 Duration of video should be corrrect
No,Intermittent mediasource-redundant-seek.html | Test redundant fully prebuffered seek - Test timed out
No,Intermittent test_autoplay.html | application terminated with exit code 1
No,Intermittent test_dataChannel_basicAudioVideo.html | Error in test execution: Error: timeout after 60s: failed to close data channel pair timerGuard/<@http://mochi.test:8888/tests/dom/media/tests/mochitest/pc.js:194:13 ...
No,"Intermittent test_dataChannel_basicAudioVideo.html | This test left crash dumps behind, but we weren't expecting it to! | undefined assertion name - Result logged after SimpleTest.finish()"
No,Intermittent test_WaitingOnMissingData_mp4.html | Test timed out
No,"Intermittent test_setIdentityProviderWithErrors.html | application crashed [@ mozilla::MediaStreamGraphImpl::PlayAudio(mozilla::MediaStream*, long long, long long)] | after Assertion failure: track->IsEnded() (Not enough data, and track not ended.)"
No,Intermittent dom/media/test/test_fragment_play.html | application timed out after 450.0 seconds with no output | application crashed [@ mozilla::OpenSLESProvider::RealizeEngine]
No,dom/media/webspeech/recognition/test/ crashes when run by directory
No,Weird buffering mode when changing video resolutions
No,Unpref Media Source Extensions for MP4 on Firefox OS
No,Enable MP4Reader on Firefox OS
No,[META] MSE Support for Firefox OS
No,Spec requires MP4 parser to ignore sidx box
No,Crash playing MSE MP4 video when changing resolution
No,Factor out mDecoder->GetResource() calls from MediaDecoderStateMachine
No,error message at an embedded mp3 file
No,WebRTC repo management and upstream/downstream merge design
No,getUserMedia stream frozen if played before being inserted into the DOM
No,Using JavaScript fullscreen API (mozRequestFullScreen) leaves part of the upper UI visible
No,TrackBuffer::AppendData should check the validity of the data added
No,e10s: Youtube player feels sluggish/unresponsive
No,(MSE) Video seek and playback fail
No,NotSupportedError in MSE  on MSE+ClearrKey demo on MacOSX
No,Shutdown hang at MediaShutdownManager and cubeb::wasapi_stream_render_loop
No,Air Mozilla recording plays choppily when mouse is over video; doesn't play when mouse is not over video
No,"dash-player.com ""Live Stream DVR"" demo plays for a few seconds and then stalls, stuck rebuffering (syntax error?)"
No,"Intermittent test_eme_playback.html | 400x300 audio&video tracks, each with its key-4 got error event; [object Event]"
No,Huge memory consumption when viewing youtube video's in html5 player mode.
No,Improve support for both video and audio in the same source buffer
No,Firefox 40.0b6 Youtube video will not play
No,Receive following error message: No video with supported format and MIME type found
No,Firefox crashes when skipping through HTML5 video
No,Intermittent media-source/mediasource-config-change-webm-av-audio-bitrate.html | Tests webm audio bitrate changes in multiplexed content. - assert_greater_than: duration expected a number greater than 2 but got NaN
No,MSE Compliance Test: Fail test 47: Seek
No,crash in mozalloc_abort(char const*) | __android_log_assert | android::ACodec::sendFormatChange(android::sp<T> const&)
No,Very high memory usage (3GB+) Caused by HTML5 player on YouTube
No,Video playback stalls when seeking
No,"Intermittent test_reset_src.html | application crashed [@ mozilla::MediaPromise<bool,bool,1>::ThenValueBase::ResolveOrRejectRunnable::~ResolveOrRejectRunnable()]"
No,Intermittent test_eme_playback.html | Assertion count 1 is greater than expected range 0-0 assertions. | Should have positive frame time: 'currentFrame->mTime >= mStartTime'
No,Intermittent e10s test_dataChannel_basicVideo.html | application terminated with exit code -5
No,"Intermittent test_played.html | application crashed [@ mozilla::MediaTaskQueue::BeginShutdown()] after !AbstractThread::GetCurrent()->TailDispatcher().HasTasksFor(this), MediaTaskQueue.cpp:165"
No,Intermittent loading-the-media-resource/resource-selection-candidate-remove-addEventListener.html | application crashed [None]
No,Intermittent test_timeupdate_small_files.html | Test timed out
No,youtube videos all run at startup
No,Webm video freezes
No,"Intermittent test_texttrackcue.html | This test left crash dumps behind, but we weren't expecting it to! | test_timeupdate_small_files.html | application crashed [@ mozilla::MediaStreamGraphImpl::UpdateStreamOrderForStream(mozilla::LinkedList<mozilla::Med"
No,Intermittent mediasource-append-buffer.html | Test abort in the middle of an initialization segment. - Test timed out
No,Intermittent test_streams_element_capture_createObjectURL.html | application ran for longer than allowed maximum time
No,Specific MP4 video causes GPU crash on Yosemite
No,MSE Compliance Test: Fail test 58: CanPlayClearKey
No,MSE Compliance Test: Fail test 61: ClearKeyAudio
No,MSE Compliance Test: Fail test 62: ClearKeyVideo
No,MSE Compliance Test: Fail test 63: DualKey
No,MSE Compliance Test: Fail test 64: CKNeedKey
No,MSE Compliance Test: Fail test 65: CKGenKeyRequest
No,MSE Compliance Test: Fail test 66: CKKeyMessage
No,MSE Compliance Test: Fail test  67: CKAddKey
No,MSE Compliance Test: Fail test  68: CKAddKeyAsyncEvents
No,MSE Compliance Test: Fail test 45: AudioWithLargeGap
No,MSE & H.264: Steam Live Broadcasts  fails to load
No,1080p 60 FPS HTML5 Youtube videos stutter extremely with HW acceleration on
No,[HTML5] Some Youtube context menu options don't work in the new Controls UI
No,Intermittent video corruption on Youtube
No,GMP crash in mozilla::SharedDecoderCallback::AssertHaveActiveProxy()
No,MP3 playback fails - Media resource could not be decoded
No,Firefox crashes on youtube videos (Intel Mac OS X 10.10)
No,crash in audioTrack_callBack_pullFromBuffQueue: calls __android_log_assert() in the stack with crash reason is SIGABRT
No,Intermittent ERROR test_video_playback.py TestVideoPlaybackBase.test_playback_starts
No,[Browser] Youtube video becomes corrupt if long press on home button is performed during playback.
No,Viewing  HTML5 videos on YouTube makes auto scrolling and tab bar scrolling stutter
No,MediaSource.SourceBuffer.remove() does nothing. Eviction never happens.
No,Intermittent mediasource-config-change-mp4-v-bitrate.html | expected OK
No,"no picture, only audio, when playing YouTube videos in 39.0, i went back to 38.0.1"
No,YouTube video doesn't play
No,Limit AMD Radeon Fallback by level
No,YouTube embedded MSE/VP9 video choppy
No,[B2G] You can't load a gif on http://m.9gag.com/ if some HTTP requests are still pending
No,x86 Android is sent the OpenH264 plugin for ARM Android
No,Video seeking fires a lot of small requests before starting to play again
No,Watching a youtube embed messes up other tabs
No,videos jumping in player
No,Leaks in nestegg_read_packet called by WebMReader::NextPacket
No,MSE & Webm VP9 Firefox only shows first video frame and doesn't start playing
No,Intermittent TEST-UNEXPECTED-TIMEOUT | /media-source/mediasource-sourcebuffer-mode.html | expected OK
No,Youtube HTML5 Playback issue - loads but doesn't play.
No,Intermittent SourceBuffer-abort-removed.html | expected OK
No,"Intermittent test_fragment_play.html,test_mediatrack_consuming_mediaresource.html,test_playback_rate.html,test_played.html | application crashed [@ mozilla::MediaDecoderStateMachine::AudioEndTime]"
No,Intermittent content/media/test/test_video_to_canvas.html | Test timed out.
No,Intermittent TEST-UNEXPECTED-FAIL | /tests/content/media/test/test_texttrackcue.html | application timed out after 330 seconds with no output
No,Intermittent content/media/test/test_unseekable.html | Test timed out.
No,events thrown by Video element not consistent with reality
No,Intermittent test_eme_non_mse_fails.html | Test timed out
No,DASH-IF test player can't load 4K video
No,"Intermittent webm-video/object-aspect-ratio-1a.xhtml | assertion count 1 is more than expected 0 assertions from ""Overwriting an existing document channel!"""
No,"crash in mozilla::MediaStreamGraphImpl::Process(long long, long long)"
No,Firefox hangs when opening a video on web.telegram.org
No,Intermittent test_mediatrack_events.html | Test timed out. - expected PASS
No,"Intermittent test_dataChannel_basicAudio.html | application crashed [@ nsContentUtils::RunInStableState(already_AddRefed<nsIRunnable>,nsContentUtils::DispatchFailureHandling)] (aHandling == DispatchFailureHandling::IgnoreFailure)"
No,"Intermittent  Automation Error: mozprocess timed out after 900 seconds running ['firefox-media-tests', '--binary', 'c:\\jenkins\\workspace\\mn-mse-youtube-basic-y-e10s-nightly-win7_32_64\\build\\application\\firefox\\firefox.exe', '--symbols-path', 'c:\\j"
No,buid failure in content/media/webaudio ‘ChannelCountMode’ is not a class or namespace
No,Memory Leaks occur when viewing videos on Youtube
No,Regression: Youtube video play back as black
No,load event delayed even after media element loadeddata event
No,[10.10] Firefox crash in libsystem_platform.dylib@0x4caf
No,High CPU usage when hitting end of MSE content where endOfStream wasn't called
No,test_DurationUpdated.html can fail intermittently when sourceended gets fired before the second durationchange
No,A/V sync off by one second
No,High CPU usage on mynoise.net/NoiseMachines/whiteNoiseGenerator.php
No,NULL deref in libxul.so!mozilla::layers::ImageContainer::CreateImage
No,Fatal assert in GMPGetVideoDecoder when launching subprocess on Win 8
No,Closing a tab with Youtube video in HTML5 mode doesn't stop the playback
No,HTML5 video not loading
No,Shutdown crash in CoreAudio [@ CAPThread::Entry]
No,Max Youtube Video Resolution 720p
No,Intermittent mediasource-timestamp-offset.html | expected OK
No,Crash [@gklayout.dll!nsINodeInfo::GetDocument]
No,crash (segfault) @ vorbis_book_init_decode when playing corrupted ogg vorbis file
No,URL of Youtube video remains at the bottom of the screen
No,MediaStreams aren't working on Gonk
No,Audio failure and its affect on other tabs
No,layout/base/crashtests/579655.html | Exited with code 1 during test run
No,crash in mozilla::dom::TimeRanges::Add
No,crash in mozilla::MediaStreamListener::Release
No,[B2G][Tarako]Unexpected sound heard during device boot up after restart or power off and turning phone on
No,[B2G][Tarako][Calendar]Audio Reminder for Calendar Event demonstrates subtle but noticeable tone stutter on device
No,youtube probloms when ever i use youtube on fire fox the browser stops responding every 10sec i half to use chrome (by the way i dont like crome)
No,"Only broken slaves incapable of playing audio hit content/media/test/test_can_play_type_mpeg.html | video/mp4='maybe' - got , expected maybe and a cascade of others"
No,Muted tabs reset with terminal server
No,Make YouTube 360° videos work well
No,Application does not support in Windows 10
No,Persistent loading spinner after loading ogg audio in onunload
No,2.34% WinXP PGO Canvasmark regression on inbound (v.36) Nov 11th from push
No,Right-clicking on an HTML5 video causes Firefox's right-click menu to appear overlayed over the HTML right-click menu.
No,HTTP byte range requests for Ogg/Theora video streams make no sense
No,"Viblast's HLS Video-on-Demand playlist demo plays audio in Firefox Win64, but not Win32 or OS X"
No,Voice is not audible when switched into the voice plan
No,"Intermittent test_bug448534.html | application terminated with exit code 1 after ""AddressSanitizer: heap-use-after-free media/libcubeb/src/cubeb_pulse.c:167 stream_request_callback"""
No,[META] Tracking bug for YouTube MSE issues
No,html5 downloads video but won't play it
No,Anamorphic H.264 video not handled properly under Mac OS X
No,gstreamer 1.0 with VAAPI support crashes Firefox
No,4k DASH sample stalls
No,Media (audio / video) control layout is broken
No,Heap-use-after-free in mozilla::MediaStreamGraphImpl::FinishStream
No,WebVTT use after free [mozilla::dom::FragmentOrElement::Release]
No,WebVTT heap-buffer-overflow [@mozilla::dom::FragmentOrElement::CanSkipThis]
No,test_info_leak fails on Win7 with Skype running
No,Heap-use-after-free in mozilla::MediaInputPort::Disconnect
No,Heap-use-after-free in MediaStream::Init
No,Intermittent test_peerConnection_capturedVideo.html | application timed out after 330 seconds with no output after heap-buffer-overflow resample.c:941 moz_speex_resampler_process_float
No,SEGV on unknown address 0x62d1025b74e7 at gst_flump3dec_get_type
No,heap-buffer-overflow (read of size 100) when playing a mov (gstreamer)
No,"HTML5 video full-screen mode hides OS X menu bar, but shows desktop instead of going full-screen"
No,Add about:config prefs to tune media caching behavior
No,No sound on Arch Linux
No,crash [@ vorbis_dsp_clear] if !vi
No,can't play facebook videos linux
No,Crash in ldexp() called from float32_unpack()/book_unquantize() in vorbis decode
No,"Intermittent Android timeout in test_fragment_play.html,test_framebuffer.html,test_load_source.html,test_loop.html"
No,Intermittent dom/media/mediasource/test/test_AudioChange_mp4.html | Test timed out.
No,lgpllibs!soundtouch::destroySoundTouchObj+d5a in c:\Program Files (x86)\Mozilla Firefox\lgpllibs.dll from Mozilla Foundation has caused an unknown exception (0x40000015) on thread 0
No,Intermittent test_bug493187.html on all platforms; test case seek.webm | uncaught exception - TypeError: Floating-point value is not finite. at http://mochi.test:8888/tests/content/media/test/test_bug493187.html:23
No,"Intermittent test_video_to_canvas.html,test_play_events.html | uncaught exception - TypeError: v.parentNode is null at http://mochi.test:8888/tests/content/media/test/test_video_to_canvas.html:37"
No,"Intermittent test_eme_obs_notification.html,test_eme_canvas_blocked.html | short-cenc.mp4-0 got error event; [object Event]"
No,"Intermittent TEST-UNEXPECTED-FAIL | 863929.html | assertion count 3 is more than expected 0 assertions | (from ASSERTION: Slice out of range: 'aStart >= 0 && aEnd <= aSource.mDuration', file ../../../content/media/MediaSegment.h, line 272)"
No,"Intermittent Android test_playback.html | Test timed out. (test cases seek.webm, *.ogv)"
No,"Intermittent leakcheck | 5332,5672 bytes leaked (AudioAvailableEventManager, BaseMediaResource, CondVar, FileBlockCache, Image, ...)"
No,armv7l build fails with: multiple definition of `arm_cpu_caps'
No,Mono audio file on Ubuntu doesn't play on Firefox browser
No,Intermittent Tier 2 Android 8 dom/media/mediasource/test/test_DurationUpdated.html | Test timed out.
No,Intermittent dom/media/mediasource/test/test_LiveSeekable.html | Test timed out.
No,Intermittent dom/canvas/test/crossorigin/test_video_crossorigin.html | application crashed [@ mozilla::StaticRefPtr<nsIThread>::operator->() const]
No,Intermittent dom/media/mediasource/test/test_MediaSource_memory_reporting.html | Test timed out.
No,Intermittent dom/canvas/test/crossorigin/test_video_crossorigin.html | Load 'http://example.com/tests/dom/canvas/test/crossorigin/video.sjs?name=tests/dom/media/test/320x240.ogv&type=video/ogg&cors=anonymous' with crossOrigin='anonymous'
No,"Intermittent GECKO(1495) | Assertion failure: false (AudioCallbackDriver took too long to shut down and we let shutdown continue - freezing and leaking), at /builds/worker/workspace/build/src/dom/media/MediaStreamGraph.cpp:1525"
No,"Intermittent webm-video/poster-6.html == webm-video/poster-ref-black140x100.html | image comparison, max difference: 255, number of differing pixels: 14000"
No,Intermittent dom/media/mediasource/test/test_FrameSelection_mp4.html | Test timed out.
No,"Intermittent Tier 2 GECKO(9528) | Assertion failure: aTime >= 0.0 (Cannot seek to a negative value.), at z:/build/build/src/dom/media/MediaDecoder.cpp:591"
No,"Intermittent Tier 2 Android 8 dom/media/test/test_buffered.html | java-exception Main thread (2) stack: getConfig(0xf51554c4:qcom.decoder.avc, ??(0x7f000062)) ERROR: UnsupportedSetting(0x80001019)"
No,Intermittent <testname> | java-exception Main thread (2) stack:     org.mozilla.gecko.gfx.VsyncSource.nativeNotifyVsync(Native Method)
No,"Intermittent LeakSanitizer | leak at MakeUnique, IProtocol, mozilla::dom::PBrowserParent::PBrowserParent, mozilla::dom::TabParent::TabParent"
No,Intermittent Tier 2 Android 8 dom/media/test/test_play_promise_8.html | java-exception BrowserApp.onTabChanged: 0: MEDIA_PLAYING_CHANGE Main thread (2) stack:
No,Intermittent TEST-UNEXPECTED-CRASH | /mediacapture-streams/MediaStream-removetrack.https.html | expected ERROR
No,Intermittent TEST-UNEXPECTED-CRASH | /html/semantics/embedded-content/media-elements/track/track-element/track-change-event.html | expected OK
No,Intermittent GECKO(1809) | ==1809==ERROR: AddressSanitizer: SEGV on unknown address 0x000000000001 (pc 0x7fd75aa019c9 bp 0x7fd729feddd0 sp 0x7fd729fedd20 T220)
No,CNN native playback no longer works on Win 7
No,Intermittent [TV] dom/media/test/test_webvtt_seeking.html | cue 0 [1:3] is active
No,Intermittent Android 4.3 testDistribution | java-exception Main thread (1) stack:     android.os.MessageQueue.nativePollOnce(Native Method)
No,Intermittent TEST-UNEXPECTED-PASS | /html/semantics/embedded-content/media-elements/track/track-element/track-active-cues.html | Ensure that no text track cues are active after the video is unloaded - expected TIMEOUT
No,Intermittent TEST-UNEXPECTED-CRASH | /html/semantics/embedded-content/media-elements/event_order_loadedmetadata_loadeddata.html | expected OK
No,Intermittent dom/media/mediasource/test/test_AbortAfterPartialMediaSegment.html | Test timed out.
No,Intermittent dom/media/mediasource/test/test_AVC3_mp4.html | Test timed out.
No,"Intermittent VideoFrameConverterTest.BlackOnDisable | Expected: (TimeStamp::Now()) > (now + TimeDuration::FromMilliseconds(1100)), actual: 24-byte object"
No,"Intermittent /mediacapture-fromelement/idlharness.window.html | idl_test setup - promise_test: Unhandled rejection with value: object ""TypeError: NetworkError when attempting to fetch resource."""
No,Intermittent /media-source/mediasource-getvideoplaybackquality.html | Test HTMLVideoElement.getVideoPlaybackQuality() with MediaSource API - assert_greater_than: creationTime increases monotonically expected a number greater than 7035 but got 7035
No,Intermittent dom/media/test/test_streams_element_capture.html | Caught exception for flac-sample.mp4-70: Error: NS_ERROR_DOM_MEDIA_DECODE_ERR (0x806e0004) - virtual mozilla::MediaResult __thiscall mozilla::FFmpegAudioDecoder<46465650>::DoDecode(mozilla::M
No,"Intermittent /audio-output/idlharness.https.window.html | Test IDL implementation of audio-output API - promise_test: Unhandled rejection with value: object ""TypeError: NetworkError when attempting to fetch resource."""
No,Intermittent dom/media/mediasource/test/test_DrainOnMissingData_mp4.html | Test timed out.
No,"Intermittent dom/media/mediasource/test/test_LoadedMetadataFired.html | unexpected-crash-dump-found - This test left crash dumps behind, but we weren't expecting it to!"
No,Intermittent dom/media/mediasource/test/test_Threshold_mp4.html | Test timed out.
No,Intermittent dom/media/mediasource/test/test_PlayEventsAutoPlaying.html | should not fire error event
No,Firefox can't access to webcam when Chromium-based browser installed
No,Crash in [@ AudioCodecs@0x204748]
No,Android crash in mozilla::ipc::ByteBuf::operator=
No,Intermittent dom/media/mediasource/test/test_Threshold_mp4.html | stopped at the gap properly: 2.856568 3.203333
No,"Intermittent TEST-UNEXPECTED-FAIL | automation.py | application terminated with exit code 1 after asan_descriptions.cc:81 ""((0 && ""Address is not in memory and not in shadow?"")) != (0)"" (0x0, 0x0)"
No,"Intermittent TEST-UNEXPECTED-TIMEOUT | /encrypted-media/encrypted-media-default-feature-policy.https.sub.html | Default ""encrypted-media"" feature policy [""self""] allows same-origin iframes. - Test timed out"
No,Intermittent TEST-UNEXPECTED-CRASH | /webaudio/the-audio-api/the-audioworklet-interface/simple-input-output.https.html | expected ERROR
No,Intermittent marionette-media MnM No checks run.
No,Intermittent SUMMARY: AddressSanitizer: SEGV /builds/worker/workspace/build/src/dom/media/MediaCache.cpp:1571:12 in QueueUpdate
No,"Intermittent dom/media/webspeech/synth/test/test_global_queue.html | unexpected-crash-dump-found - This test left crash dumps behind, but we weren't expecting it to!"
No,Repeatable: No Sound after upgrading to 69.0.1
No,"Intermittent GECKO(1664) | Assertion failure: NS_IsMainThread() && !ThreadRunning(), at /builds/worker/workspace/build/src/dom/media/GraphDriver.cpp:234"
No,Perma /html/semantics/embedded-content/media-elements/track/track-element/track-cue-rendering-after-controls-removed.html | Testing http://web-platform.test:8000/html/semantics/embedded-content/media-elements/track/track-element/track-cue-rendering-after
No,"Intermittent Assertion failure: mForceShutDown || LifecycleStateRef() < LIFECYCLE_WAITING_FOR_MAIN_THREAD_CLEANUP, at /builds/worker/workspace/build/src/dom/media/MediaStreamGraph.cpp:1690"
No,Intermittent TEST-UNEXPECTED-CRASH | /mediacapture-streams/idlharness.https.window.html | expected OK
