BRA,Summary
No,Intermittent TEST-UNEXPECTED-CRASH | /html/semantics/embedded-content/media-elements/event_order_loadedmetadata_loadeddata.html | expected OK
No,Intermittent dom/media/mediasource/test/test_AbortAfterPartialMediaSegment.html | Test timed out.
No,Intermittent dom/media/mediasource/test/test_AVC3_mp4.html | Test timed out.
No,"Intermittent VideoFrameConverterTest.BlackOnDisable | Expected: (TimeStamp::Now()) > (now + TimeDuration::FromMilliseconds(1100)), actual: 24-byte object"
No,"Intermittent /mediacapture-fromelement/idlharness.window.html | idl_test setup - promise_test: Unhandled rejection with value: object ""TypeError: NetworkError when attempting to fetch resource."""
No,Intermittent /media-source/mediasource-getvideoplaybackquality.html | Test HTMLVideoElement.getVideoPlaybackQuality() with MediaSource API - assert_greater_than: creationTime increases monotonically expected a number greater than 7035 but got 7035
No,Intermittent dom/media/test/test_streams_element_capture.html | Caught exception for flac-sample.mp4-70: Error: NS_ERROR_DOM_MEDIA_DECODE_ERR (0x806e0004) - virtual mozilla::MediaResult __thiscall mozilla::FFmpegAudioDecoder<46465650>::DoDecode(mozilla::M
No,"Intermittent /audio-output/idlharness.https.window.html | Test IDL implementation of audio-output API - promise_test: Unhandled rejection with value: object ""TypeError: NetworkError when attempting to fetch resource."""
No,Intermittent dom/media/mediasource/test/test_DrainOnMissingData_mp4.html | Test timed out.
No,"Intermittent dom/media/mediasource/test/test_LoadedMetadataFired.html | unexpected-crash-dump-found - This test left crash dumps behind, but we weren't expecting it to!"
No,Intermittent dom/media/mediasource/test/test_Threshold_mp4.html | Test timed out.
No,Intermittent dom/media/mediasource/test/test_PlayEventsAutoPlaying.html | should not fire error event
No,Firefox can't access to webcam when Chromium-based browser installed
No,Crash in [@ AudioCodecs@0x204748]
No,Android crash in mozilla::ipc::ByteBuf::operator=
No,Intermittent dom/media/mediasource/test/test_Threshold_mp4.html | stopped at the gap properly: 2.856568 3.203333
No,"Intermittent TEST-UNEXPECTED-FAIL | automation.py | application terminated with exit code 1 after asan_descriptions.cc:81 ""((0 && ""Address is not in memory and not in shadow?"")) != (0)"" (0x0, 0x0)"
No,"Intermittent TEST-UNEXPECTED-TIMEOUT | /encrypted-media/encrypted-media-default-feature-policy.https.sub.html | Default ""encrypted-media"" feature policy [""self""] allows same-origin iframes. - Test timed out"
No,Intermittent TEST-UNEXPECTED-CRASH | /webaudio/the-audio-api/the-audioworklet-interface/simple-input-output.https.html | expected ERROR
No,Intermittent marionette-media MnM No checks run.
No,Intermittent SUMMARY: AddressSanitizer: SEGV /builds/worker/workspace/build/src/dom/media/MediaCache.cpp:1571:12 in QueueUpdate
No,"Intermittent dom/media/webspeech/synth/test/test_global_queue.html | unexpected-crash-dump-found - This test left crash dumps behind, but we weren't expecting it to!"
No,Repeatable: No Sound after upgrading to 69.0.1
No,"Intermittent GECKO(1664) | Assertion failure: NS_IsMainThread() && !ThreadRunning(), at /builds/worker/workspace/build/src/dom/media/GraphDriver.cpp:234"
No,Perma /html/semantics/embedded-content/media-elements/track/track-element/track-cue-rendering-after-controls-removed.html | Testing http://web-platform.test:8000/html/semantics/embedded-content/media-elements/track/track-element/track-cue-rendering-after
No,"Intermittent Assertion failure: mForceShutDown || LifecycleStateRef() < LIFECYCLE_WAITING_FOR_MAIN_THREAD_CLEANUP, at /builds/worker/workspace/build/src/dom/media/MediaStreamGraph.cpp:1690"
No,Intermittent TEST-UNEXPECTED-CRASH | /mediacapture-streams/idlharness.https.window.html | expected OK
No,"Intermittent GECKO(10484) | Assertion failure: NS_GetCurrentThread() == mThread, at z:/build/build/src/dom/media/ipc/RemoteDecoderChild.cpp:282"
No,Intermittent TEST-UNEXPECTED-CRASH | /html/semantics/embedded-content/media-elements/track/track-element/track-cues-enter-exit.html | expected OK
No,Intermittent tier 2 TV dom/media/test/test_load_source_empty_type.html | Test timed out.
No,Intermittent TEST-UNEXPECTED-TIMEOUT | /mediacapture-record/MediaRecorder-disabled-tracks.https.html | audio-video - Test timed out
No,Intermittent dom/media/mediacontrol/tests/browser_audio_focus_management.js | Test timed out -
No,Intermittent SUMMARY: AddressSanitizer: access-violation z:\build\build\src\dom\media\MediaCache.cpp:2231 in mozilla::MediaCacheStream::CloseInternal
No,Intermittent dom/media/test/test_seek-8.html | Test timed out!
No,Intermittent dom/media/webspeech/recognition/test/test_success_without_recognition_service.html | Test timed out.
No,"Intermittent PID 7537 | Assertion failure: false (Buffers not leaving scope except for reconfig, should never leak), at /builds/worker/workspace/build/src/dom/media/VideoFrameConverter.h:313"
No,Intermittent dom/media/test/test_mediarecorder_onerror_pause.html | Got unexpected dataavailable event
No,Intermittent dom/media/test/test_mediarecorder_onerror_pause.html | Unexpected error fired with: AbortError: The operation was aborted.
No,Intermittent dom/media/test/test_mediarecorder_record_gum_video_timeslice.html | onstop unexpectedly fired before ondataavailable
No,Add native MP3 decoding support
No,[RTSP] Playing a 9 1/2 minute YouTube 3GP video via RTSP for about 5 minutes will stop streaming out of no where & kill the video
No,[B2G][Browser][Video Streaming] Streaming of video content on youtube breaks approximately 10 minutes in[B2G].
No,"Intermittent GECKO(4272) | Assertion failure: false (MOZ_ASSERT_UNREACHABLE: A consumer was not explicitly removed), at /builds/worker/workspace/build/src/dom/media/MediaStreamTrack.cpp:497"
No,"Intermittent GECKO(2175) | Assertion failure: droppedFrames <= totalFrames, at /builds/worker/workspace/build/src/dom/media/mediacapabilities/DecoderBenchmark.cpp:19"
No,"Intermittent VideoFrameConverterTest.Duplication | Expected: (frames[1].second() - now) > (TimeDuration::FromMilliseconds(1100)), actual: 1099.99 ms vs 1100 ms @ z:/build/build/src/dom/media/gtest/TestVideoFrameConverter.cpp:142"
No,Fission: Slow Change Tab and Can't clip Youtube link iframe
No,Intermittent dom/media/webspeech/recognition/test/test_success_without_recognition_service.html | application crashed [@ mozilla::DOMMediaStream::NotifyTrackRemoved(RefPtr<mozilla::dom::MediaStreamTrack> const&)]
No,Crash in [@ libxul.so@0xc89a79 | libxul.so@0xc89a28 | libxul.so@0x3461e13 | libxul.so@0xc8ff5d | libxul.so@0x73af45b | libxul.so@0x73af45b | libxul.so@0x3462322 | libxul.so@0x3470f84 | libstdc++.so.6.0.21@0x70d78]
No,Intermittent TEST-UNEXPECTED-CRASH | /media-source/mediasource-invalid-codec.html | expected OK
No,Intermittent TEST-UNEXPECTED-CRASH | /html/semantics/embedded-content/media-elements/track/track-element/track-node-add-remove.html | expected OK
No,"Intermittent leakcheck | default 3601013 bytes leaked (AbstractThread, AbstractWatcher, AnimationTimeline, AsyncFreeSnowWhite, AtomSet, ...)"
No,"""Bullet screen"" just only show cut half word in Niconico"
No,"Assertion failure: false (MOZ_ASSERT_UNREACHABLE: Unsupported source type), at dom/media/webrtc/MediaEngineDefault.cpp:598"
No,Firefox crashes on any page that plays a video...
No,Intermittent PROCESS-CRASH | Main app process exited normally | application crashed [@ mozilla::ContainerState::ProcessDisplayItems(class nsDisplayList *)]
No,"Intermittent PROCESS-CRASH | Main app process exited normally | application crashed [@ mozilla::VideoFrameConverter::ProcessVideoFrame(const class RefPtr<mozilla::layers::Image> & const, class mozilla::TimeStamp, struct mozilla::gfx::IntSizeTyped<mozilla:"
No,Intermittent PROCESS-CRASH | Main app process exited normally | application crashed [@ nsIEventTarget::IsOnCurrentThread()]
No,Intermittent devtools/client/inspector/rules/test/browser_rules_grid-toggle_03.js | application crashed [@ mozalloc_abort] after application terminated with exit code 1
No,"videos twinkle with a variable and random period, even in safe mode. linux mint. no problem with another browser."
No,Browser freezes when multiple text tracks are used on a video
No,Intermittent TestAudioCallbackDriver.StartStop | Value of: driver->ThreadRunning()
No,"Intermittent leakcheck | tab 96 bytes leaked (Mutex, Runnable)"
No,Intermittent TEST-UNEXPECTED-CRASH | /html/semantics/embedded-content/media-elements/playing-the-media-resource/pause-remove-from-document-different-load.html | expected OK
No,No audio is played on any website
No,captureStream is not working in Firefox.
No,heap-use-after-free in [@ nsObserverList::NotifyObservers]
No,GMPDecryptorParent::Shutdown() sends a message from the wrong thread
No,AddressSanitizer: unknown-crash near [@mozilla::ThreadedDriver::WaitForNextIteration]
No,"Intermittent GECKO(1108) | Assertion failure: guess != previousGuess (Guess should be different to previous), at z:/build/build/src/dom/media/ogg/OggDemuxer.cpp:1738"
No,Intermittent dom/media/mediasource/test/test_WaitingOnMissingData.html | Test timed out.
No,Almosl all Youtube videos except for streams do not play after FireFox 72 versions is installed.
No,Intermittent TEST-UNEXPECTED-TIMEOUT | /webaudio/the-audio-api/the-audionode-interface/channel-mode-interp-basic.html | Executor hit external timeout (this may indicate a hang)
No,Intermittent dom/media/mediasource/test/test_AbortAfterPartialMediaSegment.html | Test timed out.
No,Intermittent dom/media/webspeech/recognition/test/test_recognition_service_error.html | application timed out after 370 seconds with no output
No,"<video> tag with ogg consumes too much system resource, 99% CPU."
No,"Intermittent PID 21546 | Assertion failure: !mIsRegisteredToService, at /builds/worker/workspace/build/src/dom/media/mediacontrol/MediaController.cpp:33"
No,Intermittent dom/media/tests/mochitest/test_peerConnection_twoAudioVideoStreamsCombined.html | Error in test execution: Error: Timeout checking for stats for track {4767fbc2-cfcf-48dc-88a3-55ae032cee19} after at least30000ms waitForRtpFlow
No,Intermittent dom/media/webspeech/recognition/test/test_timeout.html | Test timed out.
No,"Intermittent leakcheck | plugin 172 bytes leaked (AudioSession, Mutex, nsStringBuffer)"
No,Intermittent /mixed-content/gen/top.meta/opt-in/video-tag/same-https.no-redirect.https.html | Mixed-Content: Expects allowed for video-tag to same-https origin and no-redirect redirection from https context. - assert_equals:
No,Intermittent tier 2 TCw TEST-UNEXPECTED-TIMEOUT | /webaudio/the-audio-api/the-audioworklet-interface/audioworkletprocessor-promises.https.html | Executor hit external timeout (this may indicate a hang)
No,Intermittent TEST-UNEXPECTED-TIMEOUT | dom/media/mediasession/test/browser_active_mediasession_among_tabs.js | application timed out after 370 seconds with no output
No,"Intermittent VideoFrameConverterTest.Duplication | Expected: (TimeStamp::Now() - now) > (TimeDuration::FromMilliseconds(1100)), actual: 1099.95 ms vs 1100 ms @ z:/build/build/src/dom/media/gtest/TestVideoFrameConverter.cpp:135"
No,Intermittent dom/media/test/test_seek_duration.html | application timed out after 370 seconds with no output
No,Intermittent dom/media/webspeech/recognition/test/test_recognition_service_error.html | Test timed out.
No,Intermittent dom/media/webspeech/recognition/test/test_online_malformed_result_handling.html | Test timed out.
No,Intermittent TEST-UNEXPECTED-TIMEOUT | dom/media/mediacontrol/tests/browser_audio_focus_management.js | application timed out after 370 seconds with no output
No,Intermittent GECKO(3068) | SUMMARY: ThreadSanitizer: thread leak /builds/worker/workspace/build/src/ipc/chromium/src/base/platform_thread_posix.cc:123:14 in CreateThread
No,Intermittent dom/media/webspeech/recognition/test/test_online_http_webkit.html | unexpected event: error -- No speech detected (timeout) | Test timed out.
No,Intermittent dom/media/webaudio/test/test_AudioBuffer.html | Test timed out.
No,Intermittent TEST-UNEXPECTED-TIMEOUT | /webaudio/the-audio-api/the-audionode-interface/audionode-connect-order.html | Executor hit external timeout (this may indicate a hang)
No,Intermittent TEST-UNEXPECTED-TIMEOUT | dom/media/mediacontrol/tests/browser_media_control_keys_event.js | application timed out after 370 seconds with no output
No,"Intermittent leakcheck | tab X bytes leaked (CondVar, IPC::Channel, Mutex, PVideoDecoderManagerChild, RefCountedMonitor, ...)"
No,"Intermittent dom/media/mediacontrol/tests/browser_media_control_non_eligible_media.js | This test exceeded the timeout threshold. It should be rewritten or split up. If that's not possible, use requestLongerTimeout(N), but only as a last resort. -"
No,AutoConfig allows running privileged code and subverts extension signing
No,getPref does not aware Unicode string
No,Unicode characters are unavailable in autoconfig aka MCD (regression)
No,autoconfig should have the secure ldap support
No,Stop using nonstandard JavaScript in AutoConfig files
No,loading remote autoadmin.js from http://<server>/config/autoadmin.js loads nothing
No,variable lock (lockPref) doesn't work
No,Remove the obscuring of the autoconfig file.
No,general.config.filename should be reported on telemetry
No,Errors while reading the autoconfig file should not be fatal
Yes,Provide visual cue for active tab on tab previews
Yes,"Final text of SpeechRecognitionResult::transcript is ""ERROR"" if there is an error in recognition"
Yes,Alerts are not announced by Talkback
Yes,Accessibility: Android Talkback w/ Firefox 42.0.2 user unable to interact with input default value
Yes,When a tobble button is activated the new state is not announced automatically by Talkback
Yes,Talkback reports crash in nsDocShell::Destroy().
Yes,Crash: Talkback ID TB36634075E [@ nsVoidArray::IndexOf ]
Yes,Crashes in Talkback data [@ nsHttpsHandler::NewURI] Trunk
Yes,when a select option is chosen Talkback does not announce the new state of the select
Yes,"Loading page causes freeze, no Talkback, both WindowsXP & Linux"
Yes,Firefox exits with frequent random crashes which Talkback doesn't notice [@ js_SetClassPrototype]
Yes,"Firefox crashes on start after update, Talkback stack shows fullsoft.dll and iphlpapi"
Yes,Crash without Talkback when page is loaded. Sites were fine before.
Yes,4.2 and 4.4 Talkback does not work in dropdown html elements
Yes,Should you be able to scroll when Talkback is enabled in FF for Android?
Yes,Change descriptions for DOM Inspector and Talkback to match new NSIS descriptions
Yes,Talkback crash stack dump
Yes,Talkback: Third of Top Ten Incidents in M9
Yes,Talkback: Second of Top Ten crashes in M9
Yes,"[PP]1999-08-18-09-M10 build:Apprunner crashes on Win 95, Win NT and Win 98 - Talkback Incident #12572662"
Yes,Talkback: Fourth of Top Ten incidents in M9
Yes,Crash during find [Talkback ID Below]
Yes,M099 Reproducible crash (with Talkback data) when using Bugzilla [@ nsHTMLInputElement::IsImage][@ nsHTMLInputElement::StringToAttribute]
Yes,"Ebay browsing halts Mozilla, gives Talkback"
Yes,"Talkback opens in menu bar everytime I open Firefox, then it's window opens and I can't get it off screen, have to Click ""Quit Talkback"" to get it off screen."
Yes,Browser crash [Talkback ID: TB36053948E]
Yes,Video tag subtitles from different domains do not work
Yes,Netflix subtitles font
Yes,VTT subtitles/captions are missing features
Yes,[Linkedin] subtitle text shifts on hover - starting steps section
Yes,[webvtt] subtitle disappear with the ui control.
Yes,Can't dynamically change subtitle tracks on a <video> element
Yes,[webvtt] HTML5 Video track/subtitles do not scale when using css transform scale on parent elements
Yes,No subtitles / captions in Amazon Prime video
Yes,[webvtt] Video element does not load subtitles track if initialized with preload attribute set to none
Yes,VTT subtitles are shown double in latest Firefox
Yes,"A <track kind=invalid> should behave like metadata, not subtitles"
Yes,[webvtt] Add captions div to nsVideoFrame for webvtt subtitle display
Yes,web-platform test audio_has_no_subtitles.html times out
Yes,webm files with subtitles are rejected
