BRA,Summary
No,Deadlock when undoing some changes
No,auto complete problem when editing XML attributes
No,[69cat] IllegalArgumentException: Model source is read-only.
No,New XML Document ignores template engine
No,For an added OASIS XML catalog system entries do not appear in DTD and XML schemas view
No,[70cat] IllegalStateException: Too many org.netbeans.modules.xml.tools.actions.ValidateAction$RunAction (3) in shared RequestProcessor; create your own
No,Pasting in XML causes auto complete hints immediately
No,[70cat] Formating a XML file take a really long time
No,LowPerformance took 21094 ms.
No,Unchecked NPE in org.netbeans.modules.xml.dtd.grammar.DTDParser.parse
No,java.io.IOException: Invalid token found in document: Please use the text editor to resolve the issues...
No,Format and process as xml files with non-xml extension
No,java.io.IOException: Invalid lock [org.openide.filesystems.FileLock@955676]. Expected [org.openide.filesystems.FileLock@5f5e4d].
No,6s openfile.DefaultOpenFileImpl.open() and 3s inxml.text.TextEditorSupport.edit()
No,IllegalStateException: Timer already cancelled.
No,java.util.NoSuchElementException at java.util.LinkedList.remove
No,ArrayIndexOutOfBoundsException: 3
No,[70cat][completions] Completions for XML/XSD fire even when value has already been completely typed.
No,[70cat][xml] Code Completion for XML requires <ESC> to bypass if it appears and you don't use it for enumeration value
No,[70cat][xml] Code completion for XML enumerations does not add trailing double quotation marks.
No,[70cat][xml] Adding a double quote to a value completion immediately following the equals does not add the closing double quote.
No,"[70cat][xml] When creating an XSD file in the text editor, the XSD parser/validator should identify fields (like value) which will cause compilation failure."
No,[70cat][xml] JAXB-ENDORSED library missing components.
No,'build.plugins.plugin.version' missing from jaxb plugin
No,"[70cat][xml][text-edit] When editing an xml file, cursor is misplaced when adding newline between tags."
No,Schema text editor hangs IDE when using copy/paste operations
No,[70cat] IllegalArgumentException: Could not find parent component
No,AssertionError at org.netbeans.modules.xml.schema.model.impl.resolver.ImportResolver.findInIncludedImportsDown
No,Incorrect validation of Facelets tag
No,[70cat][xml] Namespace information from new XML File Wizard is ignored.
No,[70cat][xml]New File Wizard Schema Options doesn't update without Primary selected
No,Spring XML editor does not offer enums in autocompletion when entering map key type
No,"Creating ""EJB Module from existing sources"" creates broken project.properties"
No,ArrayIndexOutOfBoundsException: 6
No,IllegalStateException: Too many org.netbeans.modules.xml.multiview.ui.SectionInnerPanel$2 (3) in shared RequestProcessor; create your own
No,XML completion doesn't suggest descendant elements of an abstract element
No,Unable to create JAXB binding in Maven Project using schema from url
No,JAXB support should disable compile on save for project or implement JR
No,XMLDataObject.lookup.lookupAll(EditorCookie) returns its TextEditorSupport twice
No,LowPerformance took 28436 ms.
No,[70cat] IllegalStateException: The model is not initialized or is broken.
No,netbeans deadlock while xml shema editing
No,[70cat] Source Format of XML doesn't re-indent comments
No,Closing XML Tags are not automatically outdented to appropriate indentation level when on a new line
No,[70cat] Code completion dialog should not pop-up immediately following a cut/copy/paste operation.
No,LowPerformance took 38607 ms.
No,Code-completion popup appears too often for pom.xml
No,NullPointerException at org.netbeans.modules.xml.catalog.CatalogRootNode$RootChildren.addNotify
No,Maven pom.xml Artifact intellisense version list truncated
No,code completion isn't offered in the beginning of completed tag
No,TransformServlet.getServletURL() method is always throwing NPE
No,LinkageError: org/apache/xml/resolver/Catalog
No,Insertion point in wrong place after carriage return
No,LowPerformance took 4406 ms.
No,[70cat] NullPointerException at org.netbeans.modules.xml.sync.DataObjectSyncSupport.addRepresentation
No,code folding of XML document disapear as soon as document is modified
No,Editor does not allow Save As for file type of XSL
No,XSL editor code completion does not work
No,Cursor ends up in the wrong place after end-tag auto completion in pom.xml
No,Autoformatting an already formatted web.xml makes the XML unsaved
No,XSLT Auto-Complete doesn't work
No,[70cat] LowPerformance took 7231 ms.
No,NullPointerException at java.util.Hashtable.put
No,I can not get the web.xml in my jsp web application project
No,[70cat] java.util.ConcurrentModificationException at java.util.Vector$Itr.checkForComodification
No,Hyperlinks do not work in GrammarResult.getDescription HTML text
No,NPE from CompletionContextImpl.initContext
No,OutOfMemoryError: Java heap space
No,catalog.xml dumped in Maven project root dir
No,"WriteableLayer: Resolution timeout ""filesystem-1_2.dtd"""
No,Netbeans deadlocks when editing XML schemas
No,IDE hang when saving a Maven project
No,[71cat] java.util.ConcurrentModificationException at java.util.Vector$Itr.checkForComodification
No,Using the XML editor verses a Style sheet will hang up netbeans when adding a new variable.  This also can happen when maintaining a large spring configuration.
No,NullPointerException: Passed null to FileOwnerQuery.getOwner(FileObject)
No,CodeCompletion took 2308 ms.
No,Schema-aware code completion SPI JavaDoc is very sparse
No,xsl.transform.TransformPerformer$AbstractPerformer IOExc
No,Multiple XML validation fails for large XML documents
No,NPE at CompletionContextImpl.initContext
No,IllegalStateException: The model is not initialized or is broken.
No,java.lang.IllegalStateException: The model is not initialized or is broken.
No,CodeCompletion took 4301 ms.
No,Schema-aware code completion makes duplicate suggestions
No,[71cat] LowPerformance took 3394 ms.
No,LowPerformance took 60282 ms.
No,No icon is showing in fxml editor window
No,IllegalArgumentException: Not supported: indent-number
No,Memory leak in DefaultModelProvider.context
No,javax.xml.parsers.FactoryConfigurationError: Provider org.apache.xerces.jaxp.SAXParserFactoryImpl not found
No,[71cat] IllegalStateException: The model is not initialized or is broken.
No,NB is not using XML Schema added to the User Catalog
No,Some classes use deprecated interfaces.
No,New Category XML does not have XML Schema under File Types.
No,java.util.MissingResourceException: No such bundle org.netbeans.modules.xml.tools.actions.Bundle
No,NullPointerException at org.netbeans.api.project.ProjectUtils.getSources
No,CodeCompletion took 6029 ms.
No,NullPointerException at org.netbeans.modules.xml.jaxb.ui.JAXBBindingSupportFileNode$1.fileDeleted
No,[71cat] org.netbeans.editor.GuardedException: Modification prohibited
No,"IllegalArgumentException: getParent() called for DE (2144736584)[""connection"" (empty_tag) <0-0> ''] which is not in the elements list!"
No,Premature end of file.
No,NullPointerException at org.netbeans.modules.xml.text.folding.XmlFoldManager.unsetDirty
No,ClassCastException: org.netbeans.modules.html.editor.xhtml.XhtmlElTokenId cannot be cast to org.netbeans.api.xml.lexer.XMLTokenId
No,Problem accessing Web Service through HTTPS
No,100% of 1 cpu; just clicked on large xml file to check filesize.
No,IllegalStateException: The model is not initialized or is broken.
No,Cannot inject actions in XML multiview textual view and Patch
No,NullPointerException at java.util.HashSet.<init>
No,LowPerformance took 23538 ms.
No,Could not add JAXB override: Project
No,"The IDE opens just a small, empty windows"
No,XML-Formatting is incorrect when the same element is used inside
No,Code completion does not respect nesting
No,XML Wizard downloads schema in AWT thread
No,Editing anywhere in an XML document (e.g. FXML) causes all collapsed elements to expand
No,CodeCompletion took 9486 ms.
No,NullPointerException at java.io.StringReader.<init>
No,IllegalStateException: Current thread has already started a transaction
No,XML text formatting broken on lines with whitespaces
No,NullPointerException at org.netbeans.modules.xml.schema.model.visitor.FindSubstitutions.collectReferencedSchemas
No,"IllegalStateException: Token at 5154 cannot be located! Inspected range:[0, 462596]."
No,AssertionError at org.netbeans.modules.gsf.testrunner.api.TestsuiteNode.displayReport
No,CodeCompletion took 3859 ms.
No,AssertionError at org.netbeans.modules.xml.xam.AbstractModelFactory.getModel
No,XSD editor does not auto complete schema file if the imports are not downloaded
No,XML retriever does not cancel when demanded to
No,IndexOutOfBoundsException: Index: 0
No,java.util.ConcurrentModificationException at java.util.Vector$Itr.checkForComodification
No,XML Comments are not colored correctly after undo in XML Editing
No,java.util.ConcurrentModificationException at java.util.AbstractList$Itr.checkForComodification
No,Slow XML completion
No,XML data object should not read file content in the method getNodeDelegate()
No,NullPointerException at org.netbeans.modules.xml.jaxb.util.ProjectHelper$1.run
No,IllegalStateException: The model is not initialized or is broken.
No,NullPointerException at org.netbeans.modules.xml.multiview.ui.ErrorPanel$1.mousePressed
No,java.util.ConcurrentModificationException at java.util.AbstractList$Itr.checkForComodification
No,NullPointerException at org.netbeans.modules.xml.text.TextEditorSupport.checkCharsetConversion
No,LinkageError: org/apache/xml/resolver/Catalog
No,com.sun.org.apache.xerces.internal.impl.io.MalformedByteSequenceException: Invalid byte 1 of 1-byte UTF-8 sequence.
No,Pressing <return> while editing an XML file does not indent new line
No,NetBeans helper files created under project root
No,NullPointerException at org.netbeans.modules.xml.schema.ui.nodes.categorized.customizer.ComplexTypeCustomizer.initialize
No,NoClassDefFoundError: Could not initialize class org.apache.xerces.impl.xs.traversers.XSAttributeChecker
No,JAXB schema resource import is run in AWT thread
No,The editor highligts valid end-tags as unmatched braces
No,AssertionError: Token length=0 <= 0
No,AssertionError at org.netbeans.modules.xml.xam.AbstractModelFactory.getModel
No,Missing license header in xml.text
No,xml.xdm missing license header
No,Missing license header in xml
No,NullPointerException at org.netbeans.modules.xml.wizard.XMLGeneratorVisitor.generateXML
No,Bizarre indenting when inserting line breaks in mixed content
No,Code completion - two ending tags
No,java.io.IOException: Parsing MultiFileObject@16b0b29[Windows2Local/Components/breakpointsView.settings]: Invalid byte 2 of 2-byte UTF-8 sequence.
No,AssertionError: Token length=0 <= 0
No,Formatting of XML fails when using a CDATA block
No,NullPointerException at org.netbeans.modules.xml.multiview.XmlMultiViewEditorSupport$5.run
No,"XML completion at element with enum type in Schema definition - approved item causes itemText+"">"" to appear at caret position."
No,IllegalArgumentException: indent=-2 < 0
No,"Code completion adds bogus namespace - e.g. ""ns3:"""
No,IllegalArgumentException: indent=-4 < 0
No,LowPerformance took 105891 ms.
No,utf8 character corrupt
No,InterruptedException at java.lang.Object.wait during lookup call from XmlMultiViewEditorSupport
No,org.openide.filesystems.FileAlreadyLockedException: File is already locked by [org.openide.filesystems.FileLock@cc4b16].
No,xml comments formatting problem. when tab and space mixed.
No,NullPointerException at org.netbeans.modules.xml.schema.completion.util.CompletionUtil.findAXIElementAtContext
No,XDM loads document line by line
No,Extension detection in retrieved resources is slow
No,Improve addNSAwareCompletionItem
No,XML schema completion waits for Retriever too long
No,Netbeans fails saving xml file without tag <?xml version='1.0' encoding='some_encoding'?>
No,XmlMultiviewDataSynchronizer anonymous listener causes XmlMultiviewEditorsupport to stay in memory
No,IllegalArgumentException: indent=-4 < 0
No,16 new NPE warnings
No,xml.jaxb sources contains generated classes
No,java.nio.charset.IllegalCharsetNameException: ${project.encoding}
No,Certificate validation window does not provide certificate hashes required to verify the certificate
No,Slow initialization of Apache XML Catalog for project
No,IllegalArgumentException: indent=-4 < 0
No,javax.swing.text.StateInvariantError: document lock failure
No,java.lang.IllegalArgumentException while editing xml..
No,XML Parser doesn't correctly handle single character tag content.
No,Documentation popup for tags in hibernate mappings file no helpful documentation
No,RuntimeException: javax.swing.text.BadLocationException: Invalid (offset=0 + length=320)=320 > (docLen+1)=292
No,Code-complete window too small to show results
No,[73cat] CodeCompletion took 9780 ms.
No,IDE consumes cpu after xml file was closed
No,Find disabled in orm.xml file
No,[73cat] Excluding a dependency using POM Graph tab generates code that does not respect formatting settings
No,Optimize state of XML lexer
No,org.netbeans.modules.xml.text.navigator.TreeNodeAdapter.getText: LowPerformance took 36346 ms.
No,Problem with default shortcuts
No,Please remove editor.structure dependency from xml.text
No,Autocomplete suggests closing xml element after openening a comment
No,XML Navigator is slow
No,org.netbeans.lib.xml.lexer.XMLLexer.nextToken: LowPerformance took 596562 ms.
No,AssertionError at org.netbeans.modules.xml.xam.AbstractModelFactory.getModel
No,Deadlock in IDE after changing project name in pom.xml
No,Choosing plugin and dependency versions does not replace old value
No,org.netbeans.modules.xml.text.navigator.NavigatorContent$NavigatorContentPanel.<init>: LowPerformance took 20556 ms.
No,Navigator nodes has no focus when opened for a XML file
No,AssertionError: CloneableEditorSupport.getOpenedPanes() must be called from AWT thread only
No,"Too much time to open the file ""persistence.xml"""
No,AssertionError: CloneableEditorSupport.getOpenedPanes() must be called from AWT thread only
No,"IllegalStateException: Problem in some module which uses Window System: Window System API is required to be called from AWT thread only, see http://core.netbeans.org/proposals/threading/"
No,Placeholder auto complete in POM overwrites whole element text
No,Maven «dep» the maven dependency code template does not work anymore
No,Please stabilize a little bit xml.axi.SchemaGeneratorTest.* tests
No,IllegalStateException: attempted model write without invoking startTransaction
No,java.io.IOException: Invalid lock [org.openide.filesystems.FileLock@39559208]. Expected [null].
No,org.netbeans.modules.xml.multiview.XmlMultiViewElement.getToolbarRepresentation: LowPerformance took 34543 ms.
No,ClassNotFoundException: org.apache.xerces.xni.XNIException
No,[Dark theme] White background if cannot navigate a file
No,org.netbeans.modules.xml.xdm.visitor.FindNamespaceVisitor.visitNode: LowPerformance took 26505 ms.
No,ClassNotFoundException: org.apache.xerces.xni.XNIException
No,java.util.MissingResourceException: No such bundle org.netbeans.libs.xerces.Bundle
No,ClassNotFoundException: org.apache.xerces.xni.XNIException
No,ClassNotFoundException: org.apache.xerces.xni.XNIException
No,referenced schema could not be loaded from https site
No,NoClassDefFoundError: org/netbeans/tax/io/XNIBuilder$XMLBuilder
No,ClassCastException: org.netbeans.editor.ext.ExtSyntaxSupport cannot be cast to org.netbeans.modules.xml.text.syntax.XMLSyntaxSupport
No,Provide sources of the JAXB library
No,NullPointerException at org.netbeans.modules.xml.multiview.XmlMultiViewEditorSupport$6.run
No,AssertionError: Data object /Users/whaverhals/Library/Caches/NetBeans/7.4beta/xml.retriever/www.centurylink.com/Pages/Errors/404Error.jsp has no editor cookies.
No,XML format error unable to identify idref tag
No,"IndexOutOfBoundsException: Index: -1, Size: 52"
No,"pom code completion, wrong closing tag"
No,IllegalStateException: Referencing component is not part of model.
No,Memory leak in xml.text.navigator.XMLNavigatorPanel
No,XML document with lots of comments doesn't get formatted by Source -> Format
No,Code completion moves closing </dependency> tag up after <artifactID>
No,deploy?path=C:\Documents and Settings\Administrator\My Documents\NetBeansProjects\IFPWAFCAD\build\web&name=IFPWAFCAD&force=true failed on GlassFish v3 Domain C:\Documents and Settings\Administrator\My Documents\NetBeansProjects\IFPWAFCAD\nbproject\build-i
No,"Navigator stuck on ""Please wait..."" when switching from XML file to properties file"
No,"SAX Document Handler Wizard fails ""Action failed due to internal error"""
No,Old XML lexer is slow during reformat
No,NullPointerException at org.netbeans.modules.xml.wizard.XMLGeneratorVisitor.generateXML
No,References to non existing jaxb binding still occurs in editor
No,XML Navigator try to show content of other file.
No,org.netbeans.modules.editor.structure.api.DocumentElement.fireDocumentElementEvent: LowPerformance took 33154 ms.
No,Error linking xml schema in JBoss 7.x specific descriptors
No,Leaking xml document
No,OutOfMemoryError: unable to create new native thread
No,[xml reformat] Doesn't reformat all elements at first time
No,OutOfMemoryError: GC overhead limit exceeded
No,AssertionError at org.netbeans.modules.xml.xdm.diff.MergeDiff.applyAttrTokenChange
No,horizontal scrollbar moves to beginning after pasting text
No,NullPointerException at org.netbeans.modules.xml.schema.completion.util.CompletionContextImpl.populateNamespaces
No,[80cat]Editing XML : Invoking code completion pulls next line at current caret position.
No,[80cat]Editing XML:  XML Closing Tag Code completion is incorrect
No,NullPointerException at org.netbeans.api.project.ProjectUtils.getSources
No,"IllegalStateException: Token at 82498 cannot be located! Previous token: '>', tokenID=tag, tcp=|<XMLDefaultTokenContext>|, offset=123"
No,ClassFormatError: Illegal UTF8 string in constant pool in class file org/openide/util/MapFormat
No,xsd any breaks xml code completion
No,schema based code completion does not list enumeration from other namespace
No,circular dependency through xml catalog causes infinite loop at code completion
No,IllegalStateException at org.netbeans.modules.xml.dtd.grammar.ContentModel.parseContentModel
No,XML Multiview Exception
No,"IllegalArgumentException: getParent() called for DE (-2021340643)[""..."" (content) <0-0> ''] which is not in the elements list!"
No,IllegalArgumentException: ancestor == descendant!!!
No,XML Formatting Doesn't Work At All After Upgrade To Mavericks
No,"trouble attaching schemaLocation=""eclipselink_orm_2_1.xsd"""
No,NullPointerException at org.netbeans.modules.xml.wizard.XMLGeneratorVisitor.generateXML
No,NullPointerException: The folder parameter cannot be null
No,IllegalStateException: The model is not initialized or is broken.
No,XML Editor highlight wrong tag
No,XMLEditor suggest end-tag when enterin text in a property value
No,Ant variables completion works wrong
No,LineBreakHook.insert throws Null Pointer
No,StackOverflowError at org.netbeans.modules.xml.axi.impl.ElementProxy.getName
No,NullPointerException at org.netbeans.api.xml.cookies.CookieMessage.<init>
No,Netbeans hangs after updates to 8.0.2 - XML editing
No,JAXB Binding failure with valid schema
No,NullPointerException at org.netbeans.modules.xml.wizard.impl.XMLWizardIterator.prepareParameters
No,NullPointerException at org.netbeans.modules.xml.text.navigator.NavigatorContent.selectCurrentNode
No,AssertionError: CloneableEditorSupport.getOpenedPanes() must be called from AWT thread only
No,StringIndexOutOfBoundsException: String index out of range: -1
No,NullPointerException at org.netbeans.modules.xml.text.navigator.NavigatorContent.selectCurrentNode
No,ClassNotFoundException: org.netbeans.modules.editor.breadcrumbs.spi.BreadcrumbsElement
No,org.netbeans.api.project.ProjectManager.findProject: LowPerformance took 22306 ms.
No,NullPointerException at com.sun.org.apache.xerces.internal.dom.DeepNodeListImpl.nextMatchingElementAfter
No,XML Values completion (code completition)
No,NullPointerException at org.netbeans.modules.xml.text.navigator.NavigatorContent.selectCurrentNode
No,NullPointerException at org.netbeans.modules.xml.text.navigator.NavigatorContent.selectCurrentNode
No,AssertionError: CloneableEditorSupport.getOpenedPanes() must be called from AWT thread only
No,AssertionError: CloneableEditorSupport.getOpenedPanes() must be called from AWT thread only
No,NullPointerException at org.netbeans.modules.xml.text.navigator.NavigatorContent.selectCurrentNode
No,XML Error not detecting!
No,XML formatter only works on small pieces of XML in OS X
No,NullPointerException at org.netbeans.modules.xml.jaxb.ui.JAXBBindingSupportFileNode$1.fileDeleted
No,IDE freeze up and must be killed when opening xml file
No,XML formatting doesn't work due to comments with blank lines
No,Exception while completing artifactId in POM editor
No,can't change xml document name when creating from project explorer
No,Missing license notices
No,Wrong use of nbres: URLs in MF layer
No,I18N - some bundles use the 2 key solution for mnemonics; the '&' solution is needed instead
No,Create New Port/Operation dialogs -- disabled message parts tables are misleading
No,"Scalability: With big WSDL file, new port type creation does not define matching partnerlink type"
No,Various suspicious patterns in xml/wsdl/api
No,wsdl wizard is slow in response at first launch and intermittently.
No,Nodes are truncated when browsing in XML View mode
No,Partner View: Can specify invalid Partner link type or role name in properties
No,No WSDL mode while browsing WSDL
No,User should not have to scroll up in Select Element or Type dialog box
No,Partner View: Add Message and Add Partner Link buttons are too far to the right
No,"validation fails on import even when machine is connected to network. Only way to fix is ""populate catalog"""
No,inline schema targetnamespace need to be referenced when defined after message creation
No,java.lang.NullPointerException
No,Need an option on operation to add binding for that operation
No,WSDL validation output: can't see entire error message
No,IllegalStateException when adding comment to wsdl file
No,editor is not marked as file saved.
No,Inconsistent state in New WSDL Document wizard generation
No,can't refactor WSDL operations
No,Find action modifies WSDL file
No,Cannot create WSDL with Document Literal
No,Incosistent behaviour of the popup menu actions in WSDL navigator
No,NullPointerException at org.netbeans.modules.xml.wsdl.ui.view.treeeditor.WSDLElementNode.<init>
No,a11y: Create New Port Type dialog Alt-A mnemonics don't work properly
No,wsdl import - It does not allow to import another document with the same name space
No,NullPointerException at org.netbeans.modules.xml.wsdl.ui.actions.WSDLViewOpenAction.performAction
No,NullPointerException at javax.swing.AbstractButton$ButtonActionPropertyChangeListener.propertyChange
No,"[65cat] [editor] Error Dialog for ""The WSDL is not well formed"" doesn't identify the WSDL"
No,Netbeans asked to save unexisted file
No,NullPointerException at org.netbeans.modules.xml.wsdl.ui.view.treeeditor.WSDLElementNode.<init>
No,[65cat] NullPointerException at org.netbeans.modules.xml.wsdl.ui.view.treeeditor.WSDLElementNode.<init>
No,[65cat] [editor] WSDL Editor Highlighting incorrectly
No,[65cat][xml][wsdl] IllegalStateException when entering WSDL Source Editor
No,NetBeans 6.5 Beta MultiView Editor Bug
No,NullPointerException: Cannot create a dialog for a null component. Offending property editor class:org.netbeans.modules.xml.wsdl.ui.api.property.ElementOrTypePropertyEditor
No,I18N - 'Please Wait' message in Navigator dlg coming not from pseudo localized bundle file
No,New Port Type dialog: new fault part causes error message without enough information
No,Add New WSDL Document 1st run regression since 6.1
No,[65cat] AssertionError at org.netbeans.modules.xml.retriever.catalog.impl.CatalogModelFactoryImpl.getCatalogWriteModelForProject
No,[65cat] IllegalStateException: attempted model write without invoking startTransaction
No,[65cat] IllegalArgumentException: bad position: 2523
No,[65cat]java.lang.AssertionError: the text content under schema couldnt be found in the wsdl document
No,NPE in New WSDL Wizard
No,"The wrong validation error is shown in dialog ""Create New Binding""."
No,"Duplicated mnemonics in ""Create New Binding"" dialog"
No,Delete Action is disabled in WSDL Navigator
No,NullPointerException at org.netbeans.modules.xml.wsdl.ui.completion.WSDLCompletionModelProvider.getModels
No,[65cat] java.util.ConcurrentModificationException at java.util.AbstractList$Itr.checkForComodification
No,I18N - Element_OR_Type value contains Latin chars with missing lower parts
No,[65cat] IllegalArgumentException: pathToRoot does not contain element
No,[65cat] StringIndexOutOfBoundsException: String index out of range: -3477
No,[65cat] AssertionError at org.netbeans.modules.xml.xdm.XDMModel.mutate
No,[65cat] IllegalArgumentException: bad position: 1667
No,[65cat] IllegalArgumentException: old node must be in the tree
No,[65cat] NullPointerException at org.netbeans.api.visual.widget.Widget.addChild
No,[65cat] IllegalArgumentException: Prefix string too short
No,[65cat] reflect.UndeclaredThrowableException at $Proxy22.actionPerformed
No,[65cat] IllegalArgumentException: Wrong parent for 'input'
No,[65cat] IllegalArgumentException: Wrong parent for 'input'
No,NullPointerException at org.netbeans.modules.xml.refactoring.spi.SharedUtils.getFileObject
No,"After some use, jax-ws webservices fail to access wsdl"
No,xml.wsdl.refactoring should declare test dependencies in project.xml
No,xml.wsdl.extensions should declare test dependencies in project.xml
No,Move Up/Move Down is missing in the WSDL editor
No,WSDL editor collapses the whole tree while find for usages (Alt+F7
No,IllegalStateException: attempted model write without invoking startTransaction
No,[67cat] AssertionError: CloneableEditorSupport.getOpenedPanes() must be called from AWT thread only
No,NullPointerException at org.netbeans.modules.xml.wsdl.ui.view.treeeditor.NodesFactory.createSchemaNode
No,StringIndexOutOfBoundsException: String index out of range: -640
No,AssertionError: CloneableEditorSupport.getOpenedPanes() must be called from AWT thread only
No,NullPointerException at org.netbeans.modules.xml.wsdl.ui.api.property.CatalogHelper.getFromProject
No,Create WSDL wizard does not offer schema import as per help documentation
No,external schema import from file system failing in WSDL
No,New WSDL wizard doesn't store abstract configuration step values
No,"In ""WSDL"" view printing prints wsdl source but not the current view"
No,NullPointerException at org.netbeans.modules.xml.wsdl.ui.netbeans.module.WSDLTreeViewMultiViewElement.getToolbarRepresentation
No,"New WSDL wizard inside EJB project doesn't ""see"" schema files in the default package."
No,NullPointerException at java.util.StringTokenizer.<init>
No,WSDL wizard abstract wizard doesn't create wsdl -- NPE
No,AssertionError: CloneableEditorSupport.getOpenedPanes() must be called from AWT thread only
No,NullPointerException at org.netbeans.api.project.ProjectUtils.getSources
No,ClassNotFoundException: org.netbeans.modules.wsdlextensions.exec.impl.BindingFactory
No,[68cat] Problems with w3c primer's wsdl
No,Redundant WSDL editor reloading (WSDL tab only)
No,Some WSDL components have no labels associated with it
No,Drop-down menu behaviour not consistent on two different dialog boxes
No,IllegalArgumentException: No enum const class org.netbeans.modules.xml.wsdl.model.extensions.http.HTTPBinding$Verb.DELETE
No,[68cat] AssertionError at org.netbeans.modules.xml.wsdl.model.WSDLModelFactory.getModel
No,The XML Schema import capability is very slow.
No,"NB 6.7.1, WSDL creation and XML Schema problem"
No,Error in manually editing a bpel
No,[65cat] Creating WSDL From Database wizard pages should be validated
No,Very slow update of schema view when making big change
No,XML palette doesn't exist in Palette Manager menu
No,Delete large number of complex types slow.
No,Refactor-rename preview shows incorrect information first time.
No,I18N - duplicate key with different values in same bundle file
No,reporting null pointer exception in org.netbeans.modules.xml.text.navigator.XMLNavigatorPanel
No,"In Find Usages Graph, click does nothing"
No,Move refactoring can't be undone
No,XML Schema editor doesn't show all complexTypes
Yes,[68cat] Behavioral inconsistency and accessibility of output pane tabs
Yes,[a11y] Commit dialog has poor accessibility
Yes,Properties Window needs accessibility work (let user configure colors)
Yes,NullPointerException at org.accessibility.windows.GeneralPanel.loadEngineVoices
Yes,"Bad accessibility in ""Pin Tab"" window"
Yes,jaws installation accessibility issue
Yes,A11Y: Plugins form should conform to accessibility/JLF requirements
Yes,accessibility issues in CVS import dialog
Yes,a11y: accessibility problems in the `WAR Contents` dialog
Yes,FTP WSDL wizard for FTP configurations shows accessibility issues
Yes,[A11Y] No accessibility descriptions in NBPM|Harness panel
Yes,Run Ant Target dialog's accessibility improvement needed
Yes,"Bad accessibility in ""Introduce Function"" window"
Yes,[encapsulate field] wrong accessibility evaluation
Yes,"Minor accessibility problems in ""Name and Location"" panel of New Project wizard"
Yes,Minor accessibility problems in Message dialog
Yes,"Minor accessibility problems in ""Name and Location"" panel of new Mvn NB Platform App wizard"
Yes,"Minor accessibility problems in ""Add Repository"" dialog"
Yes,Minor accessibility problem in Add Library dialog
Yes,[GUI Forms/Template Forms] should conform to accessibility/JLF requirements
Yes,accessibility issues in the dialog Contents
Yes,No KB accessibility in Fix Imports resolution dialog
Yes,Add method window accessibility issues
Yes,Find dialog (Date) accessibility issues
Yes,[a11y] missing mnemonics and accessibility name/description
Yes,[a11y] Inspector window doesn't implement all requirements for accessibility
Yes,NB FXD composer is missing accessibility
Yes,NoSuchMethodError: javax.accessibility.AccessibleContext.setAccessibleParent(Ljavax/accessibility/Accessible;)V
Yes,Profiler throws exceptions when using accessibility bridge/screen readers
Yes,A11Y: accessibility to select page in PFE does not work
Yes,Autocomment window accessibility issues
Yes,Javadoc Index Search view accessibility review
Yes,[A11Y] Downloaded tab: minor accessibility problems
Yes,[A11Y] Settings tab: minor accessibility problems
Yes,A11Y - View Artifact Details window accessibility issues
Yes,[A11Y] New Entity Bean wizard accessibility issues
Yes,"It's not possible to define accessibility description containing commas, in the input descriptor."
Yes,Missing accessibility names and descs in new project wizard
Yes,KB accessibility lost for navigator
Yes,Mnemonic conflict in FTP Poll Request wizard screen(accessibility issue)
Yes,[Introduce parameter] Check for parameter accessibility
Yes,[A11Y] Updates tab: minor accessibility problems
Yes,Property window missing accessibility issues
Yes,Still more color accessibility work needed
Yes,accessibility issues in Todo window
Yes,verifier color use may have accessibility issues...
Yes,"Minor accessibility problems in ""Maven Archetype"" panel of New Project wizard"
Yes,Javadoc comment dialog accessibility issues
Yes,[push down method] introduces behavioral change: enables overloading + accessibility
Yes,[pull up method] introduces behavioral change: change accessibility
Yes,[pull up method] introduces behavioral change: change accessibility + super
Yes,[A11Y] 'Web Project Properties > Frameworks' panel accessibility issues
Yes,[Change Method Parameters] Change accessibility - Cannot reduce the visibility of the inherited method from [T] (compilation error)
Yes,KB accessibility of suggestion lists?
Yes,[A11Y] WS Designer accessibility missing
Yes,New Tag dialog accessibility issues
Yes,Javadoc index search accessibility issues
Yes,Javadoc Analyzer view accessibility problems
Yes,Javadoc View accessibility problems
Yes,Members dialog accessibility report
Yes,A11Y: minor accessibility problem of module manager window
Yes,A11Y - Warning dialog - missing accessibility features
Yes,[A11Y] 'Set Database Location' dialog accessibility issues
Yes,[A11Y] 'Create Derby Database' dialog accessibility issues
Yes,A11Y - no keyboard accessibility within Welcome windows
Yes,a11y: accessibility problems in the `Auto Comment Tool` window
Yes,a11y: accessibility problems in the `Add New Tag` dialog
Yes,a11y: accessibility problems in the `Tag Library Customizer [newTaglib]` dialog
Yes,A11Y: Background Color dialog has accessibility issues
Yes,WSDL first page of wizard shows accessibility problems
Yes,[A11Y] Create Derby Database dialog accessibility issue
Yes,a11y: accessibility issues in the panel Specify Jar Contents
Yes,Choose URL dialog accessibility issues
Yes,[a11y] ACTIONS: Action editor doesn't implement all requirements for accessibility
Yes,[a11y] ACTIONS: Application Action Editor doesn't implement all requirements for accessibility
Yes,[a11y] Code customizer doesn't implement all requirements for accessibility
Yes,[a11y] wizard for JDA - card Name and Location doesn't implement all requirements for accessibility
Yes,[a11y] Table customizer dialog doesn't implement all requirements for accessibility
